Time,MD5,Controller,Blah,Blah,condition,quantifier,prior,qudbias,item,sentence,startvalue,endvalue,rating,duplicate
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,41,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,11,<b> All </b> of the sales were closed in the end,0,100,6.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b> None </b> of the guests were dressed properly,0,100,2.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b> Some but not all </b> of the guests were dressed properly,0,100,96.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b> All </b> of the guests were dressed properly,0,100,71.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,46,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,13,<b> Some but not all </b> of the books have been cataloged,0,100,92.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,46,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,13,<b> All </b> of the books have been cataloged,0,100,71.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,46,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,13,<b> None </b> of the books have been cataloged,0,100,69.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> Some but not all </b> of the records were broken in the end,0,100,39.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> All </b> of the records were broken in the end,0,100,93.17,Match
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> All </b> of the records were broken in the end,0,100,99.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> None </b> of the records were broken in the end,0,100,63.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Sue and Marc have visited<b> all of </b>the booths so far,0,100,17.17,Match
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Sue and Marc have visited<b> all of </b>the booths so far,0,100,8.83,Match
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Sue and Marc have visited<b> all of </b>the booths so far,0,100,1.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Sue and Marc haven't visited<b> any of </b>the booths so far,0,100,2.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Sue and Marc have visited<b> some but not all of </b>the booths so far,0,100,94.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20, She didn't win<b> any of </b>the medals,0,100,96.83,Match
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20, She didn't win<b> any of </b>the medals,0,100,53.17,Match
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20, She didn't win<b> any of </b>the medals,0,100,43.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20, She won<b> some but not all of </b>the medals,0,100,96.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20, She won<b> all of </b>the medals,0,100,4.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,<b> None </b> of the boxes have been opened,0,100,1.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,<b> Some but not all </b> of the boxes have been opened,0,100,33.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,<b> All </b> of the boxes have been opened,0,100,96.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,<b> Some but not all </b> of the investment paid off,0,100,0.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,<b> All </b> of the investment paid off,0,100,96.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,<b> None </b> of the investment paid off,0,100,0,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,<b> Some but not all </b> of the employees will be fired,0,100,96.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,<b> All </b> of the employees will be fired,0,100,2.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,<b> None </b> of the employees will be fired,0,100,0.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,51,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,15,<b> All </b> of Barney's submissions have been published,0,100,0.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,51,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,15,<b> None </b> of Barney's submissions have been published,0,100,97.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,51,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,15,<b> Some but not all </b> of Barney's submissions have been published,0,100,96.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21, Julia failed<b> all of </b>the classes,0,100,1.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21, Julia didn't fail<b> any of </b>the classes,0,100,95.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21, Julia failed<b> some but not all of </b>the classes,0,100,0,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b> None </b> of the operations were successful,0,100,1.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b> Some but not all </b> of the operations were successful,0,100,99.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b> All </b> of the operations were successful,0,100,30.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,50,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,14, Roy hasn't been invited to<b> any of </b>the Major League Gaming tournaments,0,100,97.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,50,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,14, Roy has been invited to<b> some but not all of </b>the Major League Gaming tournaments,0,100,97.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,50,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,14, Roy has been invited to<b> all of </b>the Major League Gaming tournaments,0,100,1.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,<b> None </b> of the cases will be solved,0,100,94.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,<b> Some but not all </b> of the cases will be solved,0,100,35.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,<b> All </b> of the cases will be solved,0,100,3.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,<b> All </b> of the students passed the exam,0,100,59.5,Match
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,<b> All </b> of the students passed the exam,0,100,26.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,<b> None </b> of the students passed the exam,0,100,3.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,<b> Some but not all </b> of the students passed the exam,0,100,96.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,<b> All </b> of the appointments will be cancelled,0,100,30.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,<b> None </b> of the appointments will be cancelled,0,100,1.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,<b> Some but not all </b> of the appointments will be cancelled,0,100,97.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,<b> All </b> of the sheep will be sold,0,100,67.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,<b> None </b> of the sheep will be sold,0,100,21.5,Match
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,<b> None </b> of the sheep will be sold,0,100,0.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,<b> Some but not all </b> of the sheep will be sold,0,100,96.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0,100,97.5,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,<b> All </b> of the kindergartners got on the bus,0,100,97.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,<b> None </b> of the kindergartners got on the bus,0,100,3.83,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b> All </b> of the student essays were graded,0,100,92.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b> None </b> of the student essays were graded,0,100,2.17,NoMatch
1566388751,105cc01dded11b3751921349e8c8447f,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b> Some but not all </b> of the student essays were graded,0,100,96.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> None </b> of the guests were dressed properly,0,100,4.17,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> None </b> of the guests were dressed properly,0,100,15.83,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> None </b> of the guests were dressed properly,0,100,22.5,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> None </b> of the guests were dressed properly,0,100,15.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> Some but not all </b> of the guests were dressed properly,0,100,97.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> All </b> of the guests were dressed properly,0,100,20.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,48,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,14, Roy hasn't been invited to<b> any of </b>the Major League Gaming tournaments,0,100,98.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,48,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,14, Roy has been invited to<b> some but not all of </b>the Major League Gaming tournaments,0,100,81.83,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,48,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,14, Roy has been invited to<b> some but not all of </b>the Major League Gaming tournaments,0,100,69.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,48,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,14, Roy has been invited to<b> all of </b>the Major League Gaming tournaments,0,100,3.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,25,0,EveryNot.All.AllBias,EveryNot,All,AllBias,6,<b> None </b> of the new songs have been demoed,0,100,16.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,25,0,EveryNot.All.AllBias,EveryNot,All,AllBias,6,<b> Some but not all </b> of the new songs have been demoed,0,100,81.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,34,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,9,<b> All </b> of the students passed the exam,0,100,15.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,34,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,9,<b> None </b> of the students passed the exam,0,100,15.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,34,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,9,<b> Some but not all </b> of the students passed the exam,0,100,87.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,61,0,EveryNot.None.AllBias,EveryNot,None,AllBias,18,<b> All </b> of the sheep will be sold,0,100,12.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,61,0,EveryNot.None.AllBias,EveryNot,None,AllBias,18,<b> None </b> of the sheep will be sold,0,100,70.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,61,0,EveryNot.None.AllBias,EveryNot,None,AllBias,18,<b> Some but not all </b> of the sheep will be sold,0,100,50,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,75,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,23,<b> None </b> of the operations were successful,0,100,7.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,75,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,23,<b> Some but not all </b> of the operations were successful,0,100,84.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,75,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,23,<b> All </b> of the operations were successful,0,100,85.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,43,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,12,Sue and Marc have visited<b> all of </b>the booths so far,0,100,24.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,43,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,12,Sue and Marc haven't visited<b> any of </b>the booths so far,0,100,34.5,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,43,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,12,Sue and Marc haven't visited<b> any of </b>the booths so far,0,100,45.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,43,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,12,Sue and Marc have visited<b> some but not all of </b>the booths so far,0,100,92.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,74,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,22,<b> Some but not all </b> of the investment paid off,0,100,92.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,74,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,22,<b> All </b> of the investment paid off,0,100,4.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,74,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,22,<b> None </b> of the investment paid off,0,100,74.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,56,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,16,<b> Some but not all </b> of the employees will be fired,0,100,92.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,56,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,16,<b> All </b> of the employees will be fired,0,100,6.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,56,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,16,<b> None </b> of the employees will be fired,0,100,28.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,66,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,20, She didn't win<b> any of </b>the medals,0,100,92.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,66,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,20, She won<b> some but not all of </b>the medals,0,100,94.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,66,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,20, She won<b> all of </b>the medals,0,100,8.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,12,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,2,<b> None </b> of the six deer survived,0,100,70.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,12,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,2,<b> Some but not all </b> of the six deer survived,0,100,86.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,12,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,2,<b> All </b> of the six deer survived,0,100,16.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,47,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,13,<b> None </b> of the books have been cataloged,0,100,50,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,29,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,7,<b> Some but not all </b> of the infants have been changed,0,100,94.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,29,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,7,<b> All </b> of the infants have been changed,0,100,95.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,29,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,7,<b> None </b> of the infants have been changed,0,100,5.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,11,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,1,<b> None </b> of the kindergartners got on the bus,0,100,50,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,38,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,10,The kids answered <b> some but not all of </b>the questions correctly,0,100,94.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,38,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,10,The kids answered <b> all of </b>the questions correctly,0,100,4.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,38,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,10,The kids didn't answer <b> any of </b>the questions correctly,0,100,6.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> All </b> of the appointments will be cancelled,0,100,17.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> None </b> of the appointments will be cancelled,0,100,69.83,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> None </b> of the appointments will be cancelled,0,100,53.5,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> None </b> of the appointments will be cancelled,0,100,46.83,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> None </b> of the appointments will be cancelled,0,100,56.83,Match
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> None </b> of the appointments will be cancelled,0,100,65.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> Some but not all </b> of the appointments will be cancelled,0,100,79.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,20,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,4,<b> Some but not all </b> of the wedding invitations have been written,0,100,11.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,20,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,4,<b> All </b> of the wedding invitations have been written,0,100,96.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,20,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,4,<b> None </b> of the wedding invitations have been written,0,100,4.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,70,0,EveryNot.None.AllBias,EveryNot,None,AllBias,21, Julia failed<b> all of </b>the classes,0,100,3.83,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,70,0,EveryNot.None.AllBias,EveryNot,None,AllBias,21, Julia didn't fail<b> any of </b>the classes,0,100,97.17,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,70,0,EveryNot.None.AllBias,EveryNot,None,AllBias,21, Julia failed<b> some but not all of </b>the classes,0,100,23.5,NoMatch
1566389604,83017c051d98a5528a2f95fc65c85f83,MultiSlider,52,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,15,<b> All </b> of Barney's submissions have been published,0,100,84.17,NoMatch
